date,Q1,Q3,Q5,Q5_timed,Q5_minus_Q1,Q5_minus_Q1_timed,EW_universe,EW_universe_timed,lead_signal,timing_indicator
2007-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.014525417668371227,0.008387257298833708,0.008526768029322365,1.0
2007-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.016392370188248625,0.009491711125131058,0.010771132758453986,1.0
2007-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.005851645690348483,0.0033882916174759765,0.024715789051343987,1.0
2007-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.017016221382657903,0.00985294109092611,0.00932861863619468,1.0
2007-07-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.01784756002035248,-0.010363099366656275,-0.015037926390749193,1.0
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.020545101207366145,-0.011962550864288997,-0.03493047709989018,1.0
2007-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.010881076289967807,-0.0,-0.008353094120019451,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.01932243739420597,0.0,0.00038006017843381356,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.02158883968901735,-0.0,-0.03952401938247128,0.0
2007-08-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.02186290313949667,-0.0,0.005322649695579147,0.0
2007-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.007220839897988026,0.0,-0.01042136973605004,0.0
2007-08-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.01774913379553719,-0.0,-0.025101279733533384,0.0
2007-08-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.01048207174097673,-0.0,-0.024913484817042406,0.0
2007-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.02180507643464416,0.0,0.03222326950289574,0.0
2007-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.017836366113279673,0.0,0.01613407242683305,0.0
2007-08-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.012866124545724101,-0.0,-0.026629312571945896,0.0
2007-08-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.007448097988178722,-0.0,-0.0024368894761132524,0.0
2007-08-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.00554175573069683,-0.0,-0.020633826226155668,0.0
2007-08-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.04535119602821515,-0.0,-0.03640489831704004,0.0
2007-08-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.05999838544331096,-0.0,-0.04346131599015597,0.0
2007-08-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.035541488673169676,-0.0,-0.012506056175027919,0.0
2007-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.04793666245670022,0.0,0.04843088852913796,0.0
2007-08-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.01999572546439891,-0.0,-0.023990949673860455,0.0
2007-08-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.008622630353904601,-0.0,-0.016207546863820522,0.0
2007-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.03194597351498997,0.0,0.03496191159809682,0.0
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.004797594585610178,0.0,-0.004332174793434309,0.0
2007-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.004583699084365002,0.0,-0.0008652590901834183,0.0
2007-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0005407467621364316,0.0,0.006902222820753583,0.0
2007-08-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.007045977743632519,-0.0,-0.009900258794766852,0.0
2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.012929927242606672,0.0,0.0003598927837987699,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.012793499783016892,0.0,0.024626152417456724,0.0
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0011136416341479402,0.0006466306262794489,-0.005552117176183652,1.0
2007-09-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.005061744724052597,-0.0029309134773143264,-0.005829217560231043,1.0
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046308244654381383,-0.00026813967469230504,0.006188188394022783,1.0
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0021839062374514146,0.0012680745894879182,0.013318456498054588,1.0
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0066749039741452335,0.003875750694664974,0.00488579164666832,1.0
2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.004714992695121031,-0.0027377376939412435,-0.009910755762513646,1.0
2007-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.005202296744827601,0.0030290792336818773,0.00572213508919977,1.0
2007-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.004167069919380184,0.002439752226991946,0.0025306994585134945,1.0
2007-09-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.00938376351719294,-0.005494042188291995,-0.013474568164892429,1.0
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0027312169670734533,0.0,0.010823916636633268,0.0
2007-09-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.013330504018664393,-0.007783294281865339,-0.02691694816968101,1.0
2007-09-19,0.0,0.0,0.0,0.0,0.0,0.0,-0.027498520396553552,-0.0,-0.022421182831815288,0.0
2007-09-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.008987316537365753,-0.0,-0.016604392670007358,0.0
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.016395399055409546,0.0,0.020017722881839336,0.0
2007-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.013097363312296351,0.0,0.002489265207570421,0.0
2007-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.02348172091168653,0.0,0.03428770136648316,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0032971109772114496,0.0019304052979479936,0.003459052113587216,1.0
2007-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.014272965758211477,0.008356591242307688,0.007810123594644296,1.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030741034188828155,-0.0018047962007634597,-0.008671141419307627,1.0
2007-10-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002906603085026568,-0.0001697081156096156,0.014272307990583762,1.0
2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.004978902475975881,-0.002899006119076279,0.0014866027683995658,1.0
2007-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.004700639150918776,0.002729403377952838,0.0005486463393653048,1.0
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.005426426678679502,-0.003150828394071969,-0.005378027633268041,1.0
2007-10-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.006653661508005898,-0.0038634163594872956,-0.015116111669148748,1.0
2007-10-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.00850247797443067,-0.0,-0.0010294506696408388,0.0
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.00016076381145149646,0.0,-0.013541673217534862,0.0
2007-10-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.01917019990930726,-0.0,-0.02490847967167087,0.0
2007-10-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.00944782923312271,-0.0,0.002211282658721843,0.0
2007-10-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031110547219371663,-0.0,0.008834539795095188,0.0
2007-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.006163647769796718,0.0,0.005067865333018522,0.0
2007-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.01661156156713851,0.0,0.023227911033702437,0.0
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,-0.004489349335536842,-0.0026067189690213923,-0.015085573876336484,1.0
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.02811296333470716,-0.0,-0.02779816241106858,0.0
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.01644734927649682,0.0,0.020442274257434476,0.0
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.015389978952874781,-0.0,-0.013643600439016728,0.0
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.002589497809786106,0.0,0.00805786317233167,0.0
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014190982669851522,-0.0,0.0022577014418841915,0.0
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.00445018443320838,0.0,0.013339040077321198,0.0
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.00479365588755447,-0.0027834130959993693,-0.018557567781479503,1.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014131519922232422,-0.0,1.2738324694278394e-05,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.010148977196986795,-0.0,-8.299752853941061e-05,0.0
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.024006357118557493,-0.0,-0.03907541419140764,0.0
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.001953466967398859,-0.0,-0.006921804368248878,0.0
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.004904291771914167,0.0,0.005014994318772088,0.0
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.007607297218842405,-0.0,-0.002477176194713493,0.0
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.051163811089302125,-0.0,-0.03855244953125827,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.016950668506408903,-0.0,-0.01134911711626904,0.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.04189787242124231,-0.0,-0.024713844704666567,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0031409540647082974,0.0,0.012041059039829261,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.03226000990484018,0.0,0.013726448355294388,0.0
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.00725100561499893,-0.0,-0.007513701858903435,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.002550300140843651,-0.0,0.014873230081521287,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.001814585609858269,0.0,-0.0007216081526350801,0.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0056890784010256755,0.0,0.019332973402956585,0.0
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.010601424569378404,-0.006241161238424382,-0.02596020961742785,1.0
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.004865184617998495,-0.0,0.012872325835629654,0.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.018457363191160564,-0.010836258389649106,-0.012639776323716075,1.0
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,-7.786945443836641e-05,-0.0,0.002971916211083175,0.0
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.02371199736938154,-0.0,-0.020349862813009663,0.0
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.013599746256752332,-0.0,-0.018151712083938343,0.0
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.010066890348146737,0.0,0.014644181426570481,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.02090719648845244,0.0,0.01746523838211143,0.0
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.006793136019455194,0.004021098256677511,0.0024338827894314907,1.0
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.016575523724058065,0.009811640656015017,0.021548649706234924,1.0
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.016940507728502842,0.010082334438415403,0.01141853058827217,1.0
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.007130216082192183,-0.004243628603756315,-0.007282072730737695,1.0
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,-9.13498589954888e-05,-5.4220561468290216e-05,-0.00048498615535697877,1.0
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.013449443135095128,-0.007961202629967601,-0.025161365564940606,1.0
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.004003326335869787,-0.0,0.011071383151871202,0.0
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.01064002251682224,-0.006315368203533201,-0.010313521771158636,1.0
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.035798316261447444,-0.0,-0.03200989063638001,0.0
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.02539051092448323,-0.0,-0.023934078304193848,0.0
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.0544674640201836,-0.0,-0.03245403201510059,0.0
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.027883422436807605,-0.0,-0.018636955975140163,0.0
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.02889400826046246,0.0,0.02405089064182931,0.0
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.024242564048867467,-0.0,-0.025750846478284125,0.0
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.004818885191779936,-0.0,-0.0024205040529176264,0.0
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.03027206248386621,0.0,0.02587224059847557,0.0
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.009765890121036284,0.0,0.013366991355300716,0.0
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0018629251771944853,0.0,-0.0007559537976635376,0.0
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.020896394361108052,0.0,0.036757861676303946,0.0
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.018215042747055234,0.010899646547028213,0.006430718138393462,1.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.025092852204584775,0.014974766638219946,0.0244388847634119,1.0
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.007072235413430098,-0.004220527585434091,-0.011266947845723132,1.0
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.017547728895754598,-0.01047203176036968,-0.016512551794901374,1.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.002399936319980687,-0.001439961791988412,-0.004238440636688106,1.0
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.049369230722842265,-0.02962153843370536,-0.06767416025690336,1.0
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.00658738089887618,-0.0,-0.018479475516887254,0.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.007977515493406,0.0,0.02532012543015399,0.0
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.004423311958928679,0.0,-0.012520766282615937,0.0
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.005155270735461292,0.0,0.0017596320761237797,0.0
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.008575337729074602,-0.0,-0.01227828828357525,0.0
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.012085718736290177,0.0,0.02404529038018704,0.0
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.029551921172315823,-0.0,-0.0319907219566455,0.0
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0021872374867158225,0.0,0.005465404588670328,0.0
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.008512972593626593,0.0,0.016267028228165968,0.0
2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.003785296615955042,-0.0,-0.015272524727108237,0.0
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.062131827230480705,-0.0,-0.0680055113112433,0.0
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.04280618033873992,-0.0,-0.013078894688550398,0.0
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.02109714864141551,-0.0,0.009504915047358124,0.0
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.04077640376623109,0.0,0.044012344777751386,0.0
2008-01-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.03137463461290724,-0.0,-0.03503287340578093,0.0
2008-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.00437244247239455,0.0,0.018417637372864185,0.0
2008-01-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023672008014183002,-0.0,0.0033049040683584665,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,-0.012247183249222157,-0.0,-0.0032943579423224886,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.015484654084581558,0.0,0.007872235715804803,0.0
2008-02-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.02037256770766797,-0.012387835525469074,-0.03929171775333154,1.0
2008-02-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.005324860688984313,-0.0,-0.015565021529933686,0.0
2008-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.03835649370269163,0.0,0.04865012170015788,0.0
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.008437835296086531,0.005130748236491327,0.016805570483461645,1.0
2008-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.024757979776875442,0.015014516767911558,0.004929581551650568,1.0
2008-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.020383873576268165,0.012361833007543274,0.02786803127587767,1.0
2008-02-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.01001652925148789,-0.006106851704939391,-0.006033292232802861,1.0
2008-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.02912614939104221,0.01775755559647412,0.031813839287106904,1.0
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0034506163352544185,0.002098197352243413,-0.0087657395403314,1.0
2008-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.011570196434620709,0.007016764289382882,0.0018420330403561007,1.0
2008-02-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012976616463291275,-0.0007869689984189545,0.008668281879693231,1.0
2008-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.017552066284453327,0.01064447890799105,0.027168845955464253,1.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.013641598890063854,0.00827296964945808,-0.0055193751164376165,1.0
2008-03-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.021866658535340127,-0.01329633914165037,-0.02535030696693321,1.0
2008-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.023207490654797193,0.014149083012118289,0.030435126785601598,1.0
2008-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0015715577268431344,0.0009556084887417127,0.0004198194481216449,1.0
2008-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.029560431081358075,0.0179746492220516,0.03826254731963831,1.0
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008906538611129549,-0.0005430115475817692,-0.0042878908039400325,1.0
2008-03-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.013791219835092796,-0.008408195318814642,-0.023648086158329966,1.0
2008-03-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016713248591958322,-0.0010108819712878019,0.0031650355382122214,1.0
2008-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.004947124692693616,0.0030001917491174184,0.02487010191573874,1.0
2008-03-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.022723694743840332,-0.013854123569631687,-0.030019419764314402,1.0
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.010745050738819487,-0.0065683455322783635,-0.01389612844367637,1.0
2008-03-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.025483961075400883,-0.0,-0.03115861001360022,0.0
2008-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.004181810357053264,0.0,0.0038152664010401697,0.0
2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.005141609806955319,0.0,0.01921931483859466,0.0
